Course Number,Course Title,,,,ABG,AGS,AMG,EEO,HP,IX,MAT,MDR,NTHS,program,OPS,PAM,PTK,PRS,PTE,PB,SALUTE,SCE,SKD
PSCI A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PSCI A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
POLS A180,American Government & Politics,,,,,X,,,,,,,,,X,X,X,,,,X,,
POLS C1000,American Government & Politics,,,,,X,,,,,,,,,X,X,X,,,,X,,
POLS C1000H,American Government & Politics - Honors,,,,,X,,,X,,,,,,X,X,X,,,,X,,
PSG A100,Polysomnography Basics,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A140,Intro to Polysomnography,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A150,Intermediate Polysomnography,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A155,Cardiac Rhythm Analysis,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A160,Polysomnography Testing 1,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A165,Polysomnography Clin 1,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A170,PSG Practice,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A175,Polysomnography Clinical 2,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A190,Intro to PSG Anat/Physio,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A250,Polysomnography Record Review,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A260,Advanced Polysomnography,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A265,Polysomnography Clin 3,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A280,Pediatric Sleep Medicine,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSG A285,Polysomnography Intern,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PSYC A100,Introduction to Psychology,,,,X,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A100H,Introduction to Psychology Honors,,,,X,X,,,X,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A110,Psychology of Adjustment,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A130,Life Span Dvelpmntl Psyc,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A160,Stats for Behavior Sci,,,,X,X,,,,,X,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A165,Principles of Human Sexuality 1,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A185,Principles of Psychology,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A190,Cross-Cultural Psychology,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A190H,Cross-Cultural Psychology Honors,,,,,X,,,X,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A200,Positive Psychology,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,X,
PSYC A220,Psychology of Personality,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A250,Psychobiology,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A255,Abnormal Psychology,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A260,Social Psychology,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,X,
PSYC A270,Psychology of Learning,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A280,Intro Expermntl Methods,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PSYC A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PSYC A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PSYC A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PSYC A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PSYC C1000,Introduction to Psychology,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PSYC C1000H,Introduction to Psychology Honors,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,X,X,,,X,X,,
PUBH A100,Personal Health,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A160,Peer Health Education Level 1,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A200,Introduction to Public Health,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A200H,Intro to Public Health Honors,,,,,X,,,X,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A202,"Drugs, Health, and Society",,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A203,Health and Social Justice,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A205,Introduction to Health and Healthcare Careers,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A206,Holistic Health: Health and Healing Systems,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A208,Investigating Disease Outbreaks and Epidemics,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A209,Global Health,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A210,"Navigate US Healthcare, Ins,",,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A213,"Social Determinants of Health, Disparities and Equities",,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A214,Public Health Statistics,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A220,Technique & Topic in Health Ed,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A230,Asses & Analyzing Health Info,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
PUBH A260,Peer Health Education Level 2,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A100,Radiologic Physics,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A105,Radiation and Imaging Safety,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A165,Beginning Radiologic Practice,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A170,Radiographic Positioning and Critique,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A171,Clinical Lab 1,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A172,Clinical Lab 2,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A175,Positiong & Critique 2,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A176,Clinical Lab 3,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A177,Clinical Lab 4,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A180,Radiographic Imaging,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A185,Radiographic Pathology,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A195,Fluoroscopy,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A211,Adv Clinical Mammography Lab,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A212,Advanced Clinical Lab CT,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A213,Advanced Clinical Lab 2 CT,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A216,Advanced Patient Care,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A221,Topics in Mammography,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A222,Topics in Computed Tomography,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A265,Principles of Digital Imaging and Computer Applications,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A270,Radiographic Positioning and Critique 3,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A271,Clinical Lab 5,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A275,Positioning & Critique 4,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A276,Clinical Lab 6,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A277,Clinical Lab 7,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A285,ARRT Board Prep,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A290,Applied Physics & Quality Ctrl,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RADT A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RADT A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RADT A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RADT A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RADT A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RE A110,RE Principles,,,,X,X,,,,,,,X,"4.4, 9.4",,,X,,,,X,,
RE A120,Legal Aspects of RE,,,,X,X,,,,,,,X,"4.4, 9.4",,,X,,,,X,,
RE A130,Real Estate Practice,,,,X,X,,,,,,,X,"4.4, 9.4",,,X,,,,X,,
RE A140,Real Estate Appraisal,,,,X,X,,,,,,,X,"4.4, 9.4",,,X,,,,X,,
RE A150,Real Estate Finance,,,,X,X,,,,,,,X,"4.4, 9.4",,,X,,,,X,,
RE A190,Leasing of Commercial Properties,,,,X,X,,,,,,,X,"4.4, 9.4",,,X,,,,X,,
RLST A100,Introduction Religious Studies,,,,,X,,,,,,,X,"4.4, 9.4",,X,X,,,,X,,
RLST A110,World Religion,,,,,X,,,,,,,X,"4.4, 9.4",,X,X,,,,X,,
RLST A115,Philosophy of Religion,,,,,X,,,,,,,,,,X,X,,,,X,,
RLST A135,"Religion, Spirituality and Soc",,,,,X,,,,,,,,,,X,X,,,,X,,
RLST A150,Eastern Thought,,,,,X,,,,,,,,,,X,X,,,,X,,
RLST A151,Early and Western Religions,,,,,X,,,,,,,,,,X,X,,,,X,,
RLST A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RLST A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RLST A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RLST A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RLST A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RSPC A185,Respiratory Anatomy and Physiology,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A190,Basic Respiratory Care Equipment,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A191,Clinical Lab 1,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A192,Clinical Lab 2,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A195,Respiratory Pharmacology,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A196,Intro Mechanical Ventilation,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A212,Topics in Neonates,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A222,Adv Clinical Practice Neonates,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A255,Home Care & Rehab,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A260,Arterial Blood Gases,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A265,Pulmonary Pathology,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A270,Ventilators and Respiratory Management,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A275,Resp Care Procedure,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A276,Clinical Lab 3,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A278,Pulmonary Case Assessment,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A279,Physician Series 1,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A280,Critical Care Monitorng,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A285,Pulmonary Func Testing,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A286,Clinical Lab 4,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A287,Clinical Internship,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A290,Neonatal Intensive Care,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
RSPC A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RSPC A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RSPC A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RSPC A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RSPC A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
RSPC A296,Resp Care Board Review,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
SJS A101,Intro to Race & Ethnicity,,,,,X,,,,,,,,,X,X,X,,,,X,,
SJS A102,Social Justice and Activism,,,,,X,,,,,,X,,,X,X,X,,,,X,,
SLPA A100,Introduction to Speech-Language Pathology Assisstant,,,,,X,,,,,,X,,,,,X,,,,X,,
SLPA A112,Intro Autism Spectrum & ABA,,,,,X,,,,,,X,,,,,X,,,,X,,
SLPA A115,"Speech, Language, and Hearing Development",,,,,X,,,,,,X,,,,,X,,,,X,,
SLPA A120,Speech-Language Administrative Procedures,,,,,X,,,,,,X,,,,,X,,,,X,,
SLPA A140,Intro to Comm Disorders,,,,,X,,,,,,X,,,,,X,,,,X,,
SLPA A150,Intro to Phonetics,,,,,X,,,,,,X,,,,,X,,,,X,,
SLPA A180,Screening and Therapeutic Processes,,,,,X,,,,,,X,,,,,X,,,,X,,
SLPA A190,SLPA Clinical Experience 1,,,,,X,,,,,,X,,,,,X,,,,X,,
SLPA A200,Adult & Geriatric Dis,,,,,X,,,,,,X,,,,,X,,,,X,,
SLPA A250,SLPA Clinical 2,,,,,X,,,,,,X,,,,,X,,,,X,,
SOC A100,Introduction to Sociology,,,,,X,,,,,,,,,X,X,X,,,,X,X,
SOC A100H,Introduction to Sociology Honors,,,,,X,,,X,,,,,,X,X,X,,,,X,X,
SOC A110,"Dating, Relationships,Marriage",,,,,X,,,,,,,,,X,X,X,,,,X,,
SOC A150,Introduction to Race/Ethnicity,,,,,X,,,,,,,,,X,X,X,,,,X,,
SOC A185,Analysis of Social Problems,,,,,X,,,,,,,,,X,X,X,,,,X,,
SOC A185H,Analysis of Social Problems Honors,,,,,X,,,X,,,,,,X,X,X,,,,X,,
SOC A200,Intro to Research Methods,,,,,X,,,,,,,,,X,X,X,,,,X,,
SOC A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
SOC A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
SOC A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
SOC A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
SOC A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
SPAN A160,Spanish for Spanish Speakers 1,,,,,X,X,,,,,,,,,,X,,,,X,,
SPAN A165,Spanish for Spanish Speakers 2,,,,,X,X,,,,,,,,,,X,,,,X,,
SPAN A180,Elementary Spanish 1,,,,,X,X,,,,,,,,X,,X,,,,X,,
SPAN A180H,Elementary Spanish 1 Honors,,,,,X,X,,X,,,,,,X,,X,,,,X,,
SPAN A185,Elementary Spanish 2,,,,,X,X,,,,,,,,X,,X,,,,X,,
SPAN A185H,Elementary Spanish 2 Honors,,,,,X,X,,X,,,,,,X,,X,,,,X,,
SPAN A199,Current Topics in Spanish,,,,,X,X,,,,,,,,X,,X,,,,X,,
SPAN A280,Intermediate Spanish 1,,,,,X,X,,,,,,,,X,,X,,,,X,,
SPAN A280H,Intermediate Spanish 1 Honors,,,,,X,X,,X,,,,,,X,,X,,,,X,,
SPAN A285,Intermediate Spanish 2,,,,,X,X,,,,,,,,X,,X,,,,X,,
SPAN A291,Dir Study,,,,,X,,,,,,,,,X,,X,,,,X,,
SPAN A292,Dir Study,,,,,X,,,,,,,,,X,,X,,,,X,,
SPAN A293,Dir Study,,,,,X,,,,,,,,,X,,X,,,,X,,
SPAN A294,Dir Study,,,,,X,,,,,,,,,X,,X,,,,X,,
SPAN A295,Dir Study,,,,,X,,,,,,,,,X,,X,,,,X,,
THEA A100,Introduction to Theatre,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A101,Intro to Hist & Lit of Theatre,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A103,Improvisation - Short Form,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A104,Improvisation - Long Form,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A105,Drama and Acting,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A106,Acting Fundamentals,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A107,Acting 2,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A110,Theatre Laboratory Level 1,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A111,Theatre Laboratory Level 2,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A112,Theatre Laboratory Level 3,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A113,Theatre Laboratory Level 4,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A115,Act for Camera & Stage,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A120,Drama Rehearsal and Performance- Beginning,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A121,Drama Rehearsal and Performance-Intermediate,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A122,Drama Rehearsal and Performance-Advanced,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A123,Comedy Rehearse/Perform Begin,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A124,Comedy Rehearse/Perform Int,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A125,Comedy Rehearse/Perform Adv,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A126,Mus Theatre Rehearse/Perf Beg,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A127,Mus Theatre Rehearse/Perf Int,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A128,Mus Theatre Rehearse/Perf Adv,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A129,Technical Theatre Practicum,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A131,OCC Theatre Repertory 1,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A132,OCC Theatre Repertory 2,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A133,OCC Theatre Repertory 3,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A134,OCC Theatre Repertory 4,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A144,Summer Theatre Festival,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A145,Touring Production 1,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A146,Touring Production 2,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A165,Stagecraft Lab,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A172,Elizabethan Play Workshop and Production,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A175,Stage Scenery,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A176,Stage Lighting,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A177,Make-Up,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A178,Stage Costuming,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A181,Arts Internship,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A182,Advanced Make-Up,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A188,Body Movement for the Actor,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A189,Stage Combat,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A200,Voice & Articulation,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A206,Acting 3,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
THEA A207,Acting 4,,,,,X,,,,,,,X,11.7,,,X,,,,X,,
